Product,Price,Rating
Primitivo 2017,7.89,3.4
Pauillac (Premier Grand Cru Classé) 2005,1049.95,4.6
Margaux 2015,54.14,4.0
Cabernet Sauvignon (Select Terroir Reserva) 2018,7.66,3.5
Ca' de' Rocchi Valpolicella 2016,14.95,4.2
Le Sabbie dell’Etna Rosso 2017,10.62,3.8
Barolo Tre Pais 2015,24.50,4.2
Nero d'Avola 2016,7.75,3.2
Spätburgunder 'B' 2015,16.50,3.7
Mo Montepulciano d'Abruzzo Riserva 2015,9.90,3.8
Reserva 2014,10.50,3.5
Shiraz - Cabernet Sauvignon - Cabernet Franc JSM 2016,17.50,3.9
Starlette Pinotage 2017,10.50,3.4
Noras Cannonau di Sardegna 2017,13.25,3.8
Barbera d'Alba Superiore Funtanì 2016,43.95,4.2
Saint-Joseph 'Les Côtes' 2015,29,3.9
Barbaresco Riserva Pajé 2014,45.72,4.2
QVIS Negroamaro 2017,7.60,3.7
Rosso di Montalcino 2016,16.90,3.6
Rosso di Montalcino 2017,15.95,3.9
Cabernet Sauvignon 2018,7.50,2.5
Dominio de Fontana Roble Tempranillo - Syrah 2018,7.36,3.8
Sancerre Rouge 2016,13.98,3.8
Finca Dofí 1997,66.79,4.3
Lutzmannsburg Alte Reben Blaufränkisch 2015,72.14,4.2
Vieilles Vignes Blaye Côtes de Bordeaux 2014,7.49,3.0
Varvàra Bolgheri 2018,22.90,4.1
Sorì Tildìn (Barbaresco) Langhe 2016,484.03,4.6
Rosso di Montalcino 2017,15.95,3.7
Les Antimagnes Côtes du Rhône Rouge 2017,11.50,3.6
Caligiano 2018,6.49,3.6
Tenuta Guado al Tasso Bolgheri Superiore 2017,125,4.7
Gueule de Loup de Villeneuve 2018,11.90,3.6
Suculé Barbera d'Alba 2016,11.60,4.1
Pommard 2016,43.17,3.5
Les Coteaux Shiraz 2014,11.50,3.8
Puglia Primitivo 2017,5.25,3.4
Unico Reserva Especial Edición 2006,568.40,4.7
Lagrein 2018,13.79,3.8
Currá Barbaresco 2013,79,4.4
Nerosanlorè 2011,29.05,4.2
Auxo Colli di Luni 2017,10.75,3.3
Reserva Especial 2005,98.42,3.8
Mosaico Bolgheri 2017,29.90,4.1
Reserva Tempranillo 2011,17.76,3.6
Givry 2016,22.99,4.0
Muschelkalk Rot 2017,13.80,3.8
Gestad 2015,22.91,4.1
Crianza 2018,5.99,3.5
Nero d'Avola - Cabernet Sauvignon 2017,7.64,4.0
Brunello di Montalcino 2015,40.94,4.2
Bourgogne Pinot Noir 2018,12.57,3.6
Vi de Villa Bellmunt Priorat Tinto 2015,18.81,3.8
San Domino 2018,6.77,3.9
Il Grigio Chianti Classico Riserva 2016,14.52,3.9
Saint-Georges-Saint-Émilion 2014,19.50,3.8
Côtes du Rhône Les Deux Albion 2015,14.50,3.7
Luce Brunello di Montalcino 2012,92,4.4
Barbazul Tinto 2017,8.49,3.7
Coto de Imaz Rioja Reserva 2015,9.90,3.8
The Struie 2016,63.90,4.2
Tributo Cabernet Sauvignon 2015,9.64,3.7
Moulis-en-Médoc 2016,34.85,3.9
21 Gables Pinotage 2015,25.10,4.2
Cubardi Primitivo 2016,15.47,4.3
Brunello di Montalcino 2014,38.89,4.2
Soffocone di Vincigliata Toscana 2015,31.97,4.0
Raimonda Barbera d'Alba 2017,11.50,3.8
The Spur Red Blend 2016,27.15,3.9
Primitivo 2018,7.50,3.7
Moreccio Bolgheri 2015,15.50,3.8
Saint-Julien (Grand Cru Classé) 2014,77.01,4.2
Haut-Médoc (Grand Cru Classé) 2016,51.23,4.0
Cabernet Sauvignon 2015,17.91,3.8
Pessac-Léognan 2005,46.95,4.1
Brolio Chianti Classico Riserva 2016,20.29,4.1
Campo Ai Sassi Rosso di Montalcino 2017,16.97,3.7
Cabernet Sauvignon 2017,10.90,3.7
Cabernet Sauvignon 2015,14.90,3.7
Brunello di Montalcino 2015,30.50,4.1
Estate Merlot 2016,8.90,3.5
Max Reserva Syrah 2015,13.55,3.6
Margaux (Grand Cru Classé) 2014,54.95,4.1
Barrel Selection Cabernet Sauvignon 2017,13.43,3.8
Killka Cabernet Sauvignon 2017,9.25,3.4
Margaux (Grand Cru Classé) 2009,379,4.6
Crianza 2016,7.10,3.6
Cabernet Sauvignon 2016,14.50,4.0
Das Kleine Kreuz 2017,19.70,4.0
Pomorosso Barbera d'Asti 2017,43.50,4.4
Diciotto Primitivo 2015,48.72,4.4
Chianti Classico 2018,18.80,4.0
Lagrein Riserva 2017,42.14,4.1
Nero d'Avola 2018,3.79,3.8
Château La Croix Saint-Estèphe 2015,23.75,4.1
Folgóre San Gimignano Rosso 2012,24.27,4.2
Bärnreiser 2016,29,3.9
Terra Romana Milenium Red 2016,11.50,3.6
Ammasso Rosso Sicilia 2017,14.84,3.9
Sonnenberg Pinot Noir Trocken 2015,59,4.1
Draco Chianti Colli Senesi Riserva 2016,15.60,4.1
Cuvée Charles de Batz Madiran 2015,14.09,4.0
Grauwacke Spätburgunder 2017,20.53,3.9
Barbaresco Coste Rubín 2015,27.06,3.9
Bullant Shiraz 2017,13.57,3.9
Grande Cuvée Corbières Rouge 2017,8.33,2.8
Grande Cuvée 2017,13.90,4.0
Bourgogne Épineuil 2017,16.95,3.9
Cavalcade Rouge 2016,15.16,4.0
Kanai Riserva Carignano del Sulcis 2016,14.52,3.9
Amma Red 2015,116,4.6
Vigneto Bellavista Chianti Classico 2013,225.32,4.3
Old Vines 2016,16.50,4.0
Châteauneuf-du-Pape Barbe Rac 2004,71.95,4.0
Malbec 2016,21.45,4.1
Cerromendro Tinta de Toro 2013,17.06,3.5
Saint-Émilion Grand Cru (Grand Cru Classé) 2017,35.09,3.9
Le Redini 2016,18.50,3.9
Pinot Noir *** 2016,22.90,3.8
Châteauneuf-du-Pape 2015,86.76,4.4
Korem Isola dei Nuraghi 2015,27.43,4.2
Obertura Cabernet Franc 2015,31.50,4.0
Columbia Valley Merlot 2013,47.77,4.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,109.95,4.3
Clos du Marquis Saint-Julien 2012,55.08,4.1
Esporão Reserva Tinto 2016,15.70,4.2
Finca Torrea Rioja 2016,28.99,4.1
Appellation Vista Flores Malbec 2017,13.95,4.0
Pessac-Léognan (Premier Grand Cru Classé) 2011,565.38,4.5
Rioja Reserva 2013,12.14,3.9
Château d'Ampuis Côte-Rôtie 2013,98,4.1
Barolo Riserva 2011,110.75,4.2
Palazzo della Torre 2015,16.08,4.0
Langhe Rosso 2018,11.21,3.8
Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2011,23.19,4.2
Abstract 2018,41.92,4.1
Ribera del Duero 2016,34.95,4.2
Das Phantom 2017,28.80,4.0
Rioja Gran Reserva 2013,19.90,4.1
Bolgheri Superiore 2016,57.90,4.4
Valpolicella Ripasso Classico Superiore 2017,14.52,3.8
Brunello di Montalcino Pianrosso 2012,62.57,4.4
Cabernet Sauvignon 2016,17.90,3.7
Vin de Monsieur Le Baron 2010,75,4.0
Ribera del Duero Reserva 2009,24.90,3.8
Pomerol 1996,77.50,3.9
Barbaresco 2016,28.27,3.9
Anticaia Negroamaro Salento 2018,5.85,3.8
I Scuri Cabernet Sauvignon 2017,10.80,3.9
Filo di Seta Brunello di Montalcino 2011,48.02,4.0
Reseca 2012,29.90,4.1
Brunello di Montalcino 2011,106.25,4.2
Rosenberg 2014,34.80,4.1
Garof Grumello 2016,17.90,3.6
Cuvée Anne Rhone Valley Vineyard 2014,11.36,3.7
Bastardo 2018,24,3.8
Chianti Classico 2016,12.25,3.6
Nebbiolo Langhe Maggiur 2016,15.79,3.7
Les Cépages Syrah 2018,7.28,3.6
Médoc 2016,19.90,3.6
Fronsac 2005,29.95,3.7
Ars Nova 2014,10.43,4.1
The Long Walk Cabernet Sauvignon 2019,7.25,3.6
San Lorenzo Valtellina Superiore Sassella 2016,28.90,4.0
Altro Merlot Merlot 2015,19.42,4.0
Son Negre 2010,99.95,4.4
Mulinëro 2015,37.47,4.0
Ludi 2016,29.85,4.3
Ripe al Convento Brunello di Montalcino Riserva 2013,105.17,4.2
Bandol 2000,36.95,3.8
Castel Firmian Marzemino Trentino 2017,7.21,3.2
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2005,379.95,4.4
Geremia Toscana 2014,29.95,4.0
Haut-Médoc 2017,17.45,3.8
Casetta Valdadige Terradeiforti Foja Tonda 2014,12.90,3.8
Cabernet Sauvignon 2017,96.51,4.4
Lalande de Pomerol 2014,13.79,3.8
Médoc 2014,10.15,3.5
RS Spätburgunder 2016,19.26,4.0
Rioja Reserva 2015,14.90,3.7
Soffocone di Vincigliata Toscana 2012,31.97,4.0
Conde de Valdemar Tempranillo 2016,8.68,3.5
Viñas de Gain Rioja Alavesa 2017,21.25,4.0
Pinot Noir 2018,6.33,3.5
Douro Reserva 2015,53.90,4.2
Añares Rioja Reserva 2014,8.89,3.8
Saint-Julien (Grand Cru Classé) 2008,56.95,4.0
Gevrey-Chambertin 2014,88.30,4.1
Saint-Julien 2012,24.45,3.9
Bosan Valpolicella Ripasso Superiore 2016,18.90,3.8
Montefalco Rosso 2015,11.90,3.7
F Negroamaro 2017,15.95,4.4
Saint-Julien (Grand Cru Classé) 2002,175.10,4.3
Appassite 2018,9.90,4.1
Cabernet Sauvignon 2019,6.21,3.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,67.26,4.3
Laya 2019,6.80,3.8
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,117.20,4.2
Cabernet Sauvignon 2015,17.75,3.8
Pessac-Léognan (Grand Cru Classé de Graves) 2015,108.57,4.3
Pessac-Léognan (Grand Cru Classé de Graves) 2015,65,4.1
23 Barricas Touriga Nacional - Syrah Alentejano 2017,32.19,4.2
Kadette Pinotage 2018,10.90,3.6
Graves 2014,19.47,3.9
Tenuta Sant'Alfonso Chianti Classico 2016,17.29,4.0
Napanook 2013,82.86,4.2
Ai Colli Amarone della Valpolicella 2012,48.74,3.9
Othello 2012,42.89,3.9
Aconcagua Alto Carmenère 2014,21.45,3.8
Oreno Toscana 2014,44.14,4.1
Baron Edmond 2015,46.32,4.2
Mormoreto Toscana 2009,73.11,4.2
Montesodi Toscana 2015,42.62,4.0
Dominus (Christian Moueix) 2014,275,4.6
Tancredi 2016,21.90,4.0
Fronsac 2010,30.95,3.9
Buio 2017,18.49,3.7
Riscal Tempranillo 2018,6.89,3.6
Volnay 2011,33.62,3.9
Kalkmergel Spätburgunder 2015,19,4.0
HEBO (Suvereto) 2018,14.90,4.0
Clos de Torribas Penedès Reserva Tempranillo 2013,6.25,3.7
Zweigelt Reserve 2017,11.02,3.9
Wrongo Dongo Monastrell 2018,8.30,3.7
Petit Clos Malbec 2015,14.38,3.4
Shiraz 2017,12.49,3.9
Pinot Noir *** 2015,32.35,3.9
Taurasi Riserva Radici 2014,34.90,4.0
Aluigi Riserva Chianti Classico 2012,25.30,3.8
Pinot Noir 2018,9.17,4.0
Villa Bürklin Cuvée Rot 2014,11.19,3.2
Vigna Colonnello Barolo Riserva Bussia 2012,179,4.4
Hermitage Monier de la Sizeranne 2015,60.63,4.3
Crianza 2016,8.39,3.7
Il Passo Verde Nero d'Avola 2019,9.46,3.7
Estate Perigee (Seven Hills Vineyard) 2015,59.50,3.9
I Tratturi Primitivo 2019,4.65,3.8
Pinot Noir 2013,30,3.9
Lafóa Cabernet Sauvignon 2016,58,4.3
Fundament Spätburgunder Trocken 2014,9.90,3.3
Pignataro Nero di Troia 2018,7.90,4.0
Selecció Tinto 2016,27.20,3.9
Jumilla Pinodoncel Black 2018,7.75,3.9
Limited Release Syrah 2013,84.27,4.2
Ruber Spätburgunder 2016,13.09,3.5
Prestige Bordeaux Supérieur 2016,9.70,4.0
Saint-Émilion Grand Cru 2014,82.86,4.1
Côte de Beaune-Villages 2017,22.32,3.6
Coulthard Cabernet Sauvignon 2015,19.30,4.0
Las Pizarras Syrah 2017,77.88,4.1
Barolo 2016,57.23,4.3
Vigna Del Mandorlo Dolcetto d'Alba 2018,10.50,3.6
Falletto Barolo Le Rocche del Falletto 2015,189.15,4.5
Altos R Tempranillo 2018,6.81,3.6
Prodigal Grenache 2016,27.04,4.1
Saint-Émilion Grand Cru (Grand Cru Classé) 2010,109.95,4.3
Gigondas 2014,27,4.0
Beyer Ranch Zinfandel 2015,10.71,3.9
Cos d'Estournel 2010,369,4.5
Viña Arana Gran Reserva 2012,32.45,4.3
Pinot Noir 2016,12.45,3.3
Ponte Das Canas 2014,16.40,3.9
Rutherford 2016,199,4.6
Paesi Tuoi Barolo 2012,19.90,3.9
Saint-Julien (Grand Cru Classé) 1999,173.31,4.4
Pessac-Léognan 2012,77.50,4.1
Henry's Seven 2016,34.90,4.0
Il Ducale Toscana 2014,14.72,3.6
Pessac-Léognan (Grand Cru Classé de Graves) 2011,65.79,4.1
Les Tourelles de Longueville Pauillac 2008,49.77,4.0
Fantini Montepulciano d'Abruzzo 2018,5.90,3.6
Chianti Superiore 2017,10.45,3.7
Adobe Syrah (Reserva) 2017,8.45,3.7
Haut-Médoc 2006,14.80,3.7
Morandina Valpolicella Ripasso Superiore 2017,17.90,4.0
Pinotage 2017,7.63,3.6
Rioja Crianza Tempranillo - Garnacha 2014,8.72,3.6
Sassicaia 2014,214.90,4.5
Botmaskop 2017,19.40,4.1
Pauillac (Grand Cru Classé) 2012,116,4.3
Paesi Tuoi Barolo 2013,19.90,3.8
Salice Salentino Riserva 2016,8.63,3.9
Pauillac (Grand Cru Classé) 2013,109.95,4.1
Pessac-Léognan 2012,25.50,3.8
Pago Negralada Tempranillo 2014,75.27,4.4
Lauréne Pinot Noir 2014,84.16,4.3
Rosso di Montepulciano 2018,8.99,3.8
Volatinero Tempranillo 2018,5.70,3.6
St. Daniel Pinot Nero (Blauburgunder) Riserva 2016,17.50,3.8
Negru de Purcari 2016,39.98,4.5
La Garnacha Salvaje del Moncayo 2017,11.95,3.8
Tonel 46 Reserva Malbec 2016,17.59,3.6
Médoc 2014,21.88,3.7
Primitivo di Manduria 2018,11.17,3.9
Amarone della Valpolicella Classico 2016,26.70,4.1
Paul Sauer 2016,44.80,4.4
Caño Tempranillo - Garnacha Toro 2018,4.95,3.7
Saint-Julien (Grand Cru Classé) 1990,252.47,4.4
Pauillac (Grand Cru Classé) 2012,119.66,4.1
Campo di Sasso Insoglio del Cinghiale 2018,21.20,3.9
Waipara Valley Pinot Noir 2017,13.50,3.6
Shiraz - Cabernet 2019,7.95,3.5
CampoSireso 2016,16.90,4.1
Lagrein 2019,10.19,3.5
Lamaione Toscana 2015,53.30,3.9
Ribera del Duero 5 Meses en Barrica 2018,10,3.8
Les Cailloux Cuvée Centenaire Châteauneuf-du-Pape 2003,69,3.8
Oltreconfine Grenache 2015,25.90,4.2
Auritea Cabernet Franc 2015,66,4.5
Hofgarten Pinot Noir 2014,8.50,3.5
Volnay 1er Cru 'Clos de la Barre' Monopole 2011,68.39,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2012,52.12,4.2
Saint Cosme Côte-Rotie 2015,49.95,4.3
La Mateo Garnacha Cepas Viejas 2016,42.01,4.3
Select Reserve Malbec 2018,12.31,3.6
Gigondas Le Claux 2015,72,4.3
Sogni e Follia Rosso di Montalcino 2016,27.90,4.0
Cabernet Franc 2016,38.90,3.8
Vosne-Romanée 2013,63.90,4.1
La Maze 2009,35.58,3.8
Cabernet Franc 2017,16.95,4.0
Cabernet Sauvignon 2018,9.46,3.8
Solengo 1997,196.19,4.2
Indaco 2015,39.50,4.1
Peloton Rouge 2013,11.45,3.6
Cirò Classico Rosso 2018,5.35,3.4
Forcole Chianti Classico 2016,17.90,3.7
Margaux 2016,45.18,4.1
Froi Barbaresco 2014,24.26,3.9
Les Planels 2017,23.20,3.8
Rouge 2014,35.68,3.8
Parcelas de Graciano Colección Rioja 2015,61.92,4.1
La Falaise Languedoc La Clape 2018,19.40,4.0
Notturno Sangiovese 2017,10.99,3.7
Chianti Colli Senesi 2017,10.90,3.5
Bellaterra 2017,12.99,3.4
Brauneberger Mandelgraben Pinot Noir 2012,34.95,4.0
Dievole Maestro di Cava 2016,59,4.3
Pomerol 2016,48.76,4.1
Bois des Dames Corbières 2015,13.60,3.6
Per Sé Kalterersee Classico Superiore 2018,15.95,3.7
Château Montlandrie Castillon - Côtes de Bordeaux 2016,24.95,3.9
Porta da Calada Tinto 2017,5.90,3.6
Vignes de Nicole Cabernet Sauvignon - Merlot Pays d'Oc 2017,7.19,3.7
Gran Reserva 2012,6.45,3.4
Solone Primitivo 2017,20.89,4.4
Edición Limitada 2016,10.38,4.0
Saint-Émilion Grand Cru (Grand Cru Classé) 2012,34.40,4.1
Réserve Médoc 2016,15.90,3.6
Zinfandel 2016,26.90,4.1
CrossBarn Cabernet Sauvignon 2016,68.32,4.2
Reserva 2012,72.60,4.2
Piano Chiuso Riserva Primitivo di Manduria 2015,24.89,4.2
Saint-Estèphe 2015,39.90,3.9
Haut-Médoc 2015,18.42,3.8
Mas La Plana Cabernet Sauvignon 2015,65.17,4.3
90 Novantaceppi Appassimento Rosso 2016,5.21,3.8
Bastide Miraflors Vieilles Vignes Syrah - Grenache 2017,8.72,3.8
Gran VU Blend 2015,59,4.4
Reserva Cabernet Sauvignon 2017,10.95,3.8
Cabernet Sauvignon 2016,15.61,3.8
Carmenere (Reserva) 2018,7.89,3.7
Palazzo della Torre 2014,16.90,4.0
Sabazio 2015,13.09,3.7
Castel Del Monte Riserva Vigna Pedale 2015,8.90,3.7
Brunello di Montalcino 2012,32.88,4.3
Crianza 2016,13.55,4.0
Sassicaia 2011,249,4.6
Zweigelt Neusiedlersee 2018,7.95,3.7
Pasionado Cabernet Franc 2012,43.77,4.1
Blaufränkisch Creitzer - Reserve 2017,19.90,3.6
Bordeaux Supérieur 2015,9.60,3.5
FEF Collection Corvina Veronese 2018,9.20,3.9
RS Spätburgunder 2013,19.95,3.9
Gigondas Valbelle 2006,49.95,4.2
Saint-Émilion Grand Cru 2010,229.95,4.6
Pinotage 2017,7.95,3.8
Brunello di Montalcino Riserva 2012,69,4.3
Villa Mayols 2015,9.26,3.3
Pauillac (Grand Cru Classé) 2017,118.09,4.0
Saint-Estèphe 2017,51.34,3.8
Velue Zweigelt 2016,10.70,3.8
Merlot 2011,59.95,3.9
Barolo Brunate 2013,154.23,4.3
Series C 2017,72.75,4.6
Pomerol 2014,149,4.4
Lusira Syrah 2015,21.63,4.1
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,439.95,4.5
Blauer Spätburgunder 2016,9.80,3.3
Varietales Trio Red Blend 2018,5.40,3.5
Dedicato a Walter Bolgheri Superiore 2006,89.90,4.2
Bordeaux Supérieur 2016,7.98,3.5
Médoc 2011,21.90,3.5
Mount Hermon Cabernet Sauvignon 2018,12.14,3.3
Collezione di Famiglia Valpolicella Ripasso (Selezione di Famiglia) 2017,18.95,4.2
Amarone della Valpolicella Corte Brà 2012,33.16,4.2
Dry Aged 2015,33.14,4.2
Les Corvées Arbois 2016,33.05,4.1
Ònix Selecció 2012,36.95,4.1
Merlot Reserve 2013,32.50,4.2
Nebbiolo Langhe Il 2016,17.61,3.8
Listán Negro 2018,14.99,3.5
Cabernet Sauvignon 2017,15,3.4
Forcole Chianti Classico 2015,18.41,3.7
Syrah 2016,29.50,4.1
Margaux 2017,29.05,3.8
Pago La Jara 2013,38.95,3.9
Madiran 2016,18.50,3.7
Acinatico Valpolicella Classico Superiore Ripasso 2018,16.70,3.8
Brunello di Montalcino 2015,34.02,4.2
Ceccante Cabernet Sauvignon 2016,25.99,4.0
Côtes-du-Rhône-Villages 'Plan de Dieu' RS 2018,12.55,3.7
Petit Som Red 2014,13.90,3.6
Pinot Noir Herrenstück 2017,14,3.8
Mazzamurello Montepulciano d'Abruzzo 2016,35.26,4.2
Dornfelder Trocken 2016,12.19,3.6
Red Mountain 2013,37.35,3.9
Achelo Rosso 2017,14.95,3.8
Aconcagua Alto Carmenère 2017,21.45,3.9
Cos d'Estournel 2011,193.01,4.3
Reserva Tinto 2016,29.15,4.2
Sito Moresco Langhe 2017,39.50,4.1
Brunello di Montalcino 2014,27.43,4.0
Primitivo di Manduria Zolla 2017,8.37,4.2
Il Bacialé Monferrato Rosso 2016,15.76,3.8
Pessac-Léognan 2014,38.57,3.8
Founders' Estate Zinfandel 2018,12.90,3.7
Pauillac (Premier Grand Cru Classé) 1991,866.59,4.4
Vignes de Nicole Cabernet Sauvignon - Merlot Pays d'Oc 2018,7.50,3.8
Margaux (Grand Cru Classé) 2008,78.95,4.1
Jaraman Shiraz 2017,16.77,4.1
Valpolicella Classico 2018,8.68,3.6
Lalande-de-Pomerol 2016,24.01,4.0
Rubio 2016,8.72,3.7
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006,341.17,4.5
Saint-Julien (Grand Cru Classé) 1998,208.70,4.4
Margaux 2010,106.74,4.2
Merlot (Carménère - Syrah) 2018,9.50,3.5
Cepparello Red 2015,77.55,4.3
Alentejano Tinto 2011,11.20,3.6
Amarone della Valpolicella Classico 2007,27.25,4.1
NeroMàccarj 2011,25.71,4.0
Graciano 2013,32.41,4.0
Concordia Fetească Neagră - Merlot 2013,11.90,3.6
Dedicato a Walter Bolgheri Superiore 2005,99.90,4.5
Vineyard Reserve 2016,24.20,4.2
Château Les Cruzelles Lalande-de-Pomerol 2015,33.95,3.8
Grande Reserva 2013,29.90,4.5
Vürsù Barbaresco Starderi 2014,115.70,4.0
Shiraz 2017,7.60,3.5
Via Nuova Barolo 2015,69.48,4.0
Salice Salentino 2016,5.49,3.7
Corvina Veronese 2017,5.90,3.7
L'Atelier Malbec de Crocus 2016,17.07,3.8
Pomerol 2017,95.53,3.9
Barolo Fossati 2014,63.07,4.0
Ulumbaza Red 2012,11.80,3.9
Clos St. Antonin Côtes-du-Rhône 2017,10.90,4.0
Rocca Ventosa Montepulciano d'Abruzzo 2019,4.90,3.6
Bolgheri Superiore 2012,96.50,4.3
Edelgrund Blaufrankisch 2018,12.87,3.6
Nuits-Saint-Georges 1er Cru 'Les Murgers' 2013,82.37,4.2
St. Laurent 2015,15.65,3.6
Laurenc 2015,23.90,4.1
Chianti Riserva 2014,12.14,3.5
Merlot 2018,5.95,3.1
Il Tarabuso 2016,33,4.2
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2011,191.50,4.2
Lagrein 2018,12.25,3.7
Cornerstone 2016,20.95,3.9
Blaufränkisch 2016,13.20,3.3
Montefalco Sagrantino 2014,47,3.9
Pruno Sangiovese Riserva 2015,25.99,4.1
Saint-Émilion Grand Cru 2000,154.01,4.4
Vulcano 2017,21.21,4.0
Haut-Médoc 2011,16.29,4.1
Pannobile 2016,27.99,3.8
NeroBufaleffj 2012,39,4.1
Bordeaux Supérieur Reserve 2010,18.95,3.6
Touriga Nacional Reserva 2013,23.40,4.0
Bricco Battista 2015,28.90,4.2
Crianza 2012,11.19,3.7
Bürgstadter Spätburgunder 2016,28.49,3.8
Saint-Estèphe 2014,34.11,4.1
Primocolle Chianti Classico 2015,13.68,3.8
Pessac-Léognan 2008,92.95,4.2
Pessac-Léognan 2006,28.25,3.8
Napanook 2014,82.86,4.2
Reserva 2011,17.59,3.7
Pinotage 2017,10.45,3.9
H3 Merlot 2016,15.75,3.9
Haut-Médoc 2011,16.09,3.5
Graticcio Appassionato 2018,10.50,3.7
Don Maximiano Founder's Reserve 2016,83.60,4.3
Vinha das Romãs Tinto 2016,21.36,3.9
Douro Redoma Tinto 2014,29.90,4.0
Sfursat Carlo Negri 2013,22.32,4.2
Saint-Estèphe 2012,38.89,3.9
Estate Vineyards Cabernet Sauvignon 2016,28.09,4.0
Neré 2017,9.50,3.7
Aglianico del Beneventano 2018,6.83,3.8
Holy Moly Shiraz 2016,28.70,4.3
Cruino Rosso Veronese 2015,22.30,4.4
Château des Jacques Morgon 2017,16.48,3.8
Winemaker's Red Cabernet Sauvignon Blend 2015,35.09,3.9
Winemaker Reserva Merlot 2018,9.70,3.6
Santenay 1er Cru 'Beauregard' Rouge 2015,39.50,4.2
Muschelkalk Rot 2015,13.79,4.1
Morey-Saint-Denis 'Clos Solon' 2014,34.10,3.9
Le Loup dans la Bergerie 2019,7.75,3.5
Blaufränkisch Umriss 2015,12.78,3.5
Elpidios 2017,34.15,3.9
Côtes du Rhône Secret de Famille 2018,9.37,3.7
La Closerie de Camensac Haut-Médoc 2015,23.34,3.6
Family Vineyards Merlot 2015,9.90,3.0
Nuits-Saint-Georges 1er Cru Les Damodes 2011,68.90,4.0
Gran Reserva Syrah 2018,9.50,3.7
Perwolff Blaufränkisch 2010,52,4.1
Gerações Colheita Seleccionada 2013,14.90,4.0
Cerviolo Toscana 2000,32.67,4.1
Bordeaux 2014,34.71,3.8
Castel Campan Merlot 2015,57.88,4.3
Merlot 2016,8.50,3.7
Barbera d'Asti Sabri 2017,10.30,3.6
Seigneur de Maugiron Côte-Rôtie 2015,77.01,4.1
Les Coteaux Merlot 2015,15.39,3.9
Vertunno Chianti dei Colli Senesi Riserva 2014,10.50,3.6
Ribera del Duero 2018,15.60,3.9
Granaxa 2014,13,3.6
Pic-Saint-Loup Grande Cuvée 2018,24.33,4.1
Cabernet Sauvignon 2016,15.90,3.6
Carmenère 2018,7.32,3.5
Altitud Cabernet Sauvignon 2016,16.17,3.6
Savigny-lès-Beaune 2014,32.06,4.0
Pinot Noir 2015,10.50,3.6
Memini Irpinia Aglianico 2012,19.90,3.7
Amarone 2012,40.39,3.7
Spätburgunder 2016,11.50,3.9
Pinot Noir 2017,25.90,3.6
Selected Vines 2009,19.40,3.8
Blaufränkisch 2015,12.49,3.6
La Casa In Collina Barbaresco 2016,17.90,3.8
Gigondas Les Hautes Garrigues 2012,39.90,4.0
Ried Fabian Pinot Noir 2011,21.58,3.6
Mácula 2013,18.42,3.9
Rosso Piceno 2016,6,3.0
Canio Nero di Troia 2015,18.03,3.9
Pomerol 2009,486.60,4.6
Marciliano 2011,41.28,4.0
Saint-Julien (Grand Cru Classé) 2009,74,4.2
Portillo Malbec 2018,7.89,3.6
Reserva Cabernet Sauvignon 2016,8.72,3.4
Pessac-Léognan (Grand Cru Classé de Graves) 2005,55.95,4.0
Becker Family Spätburgunder (Pinot Noir) 2015,19.45,3.8
Monterio Tempranillo 2016,3.99,3.2
Merlot 2017,7.90,3.5
Corvina Veronese 2015,6.95,3.6
Diamond Collection Syrah - Shiraz (Green Label) 2015,21.39,3.7
Margaux 2010,19.45,3.9
Corimbo I 2012,43.90,4.1
Pinot Noir de Purcari 2017,12.98,3.7
Barolo 2015,48.64,4.2
Les Terrasses Velles Vinyes Priorat 2017,29.20,4.2
Pinot Noir Te Muna Road Vineyard 2016,35.55,4.0
Rioja Reserva 2014,8.99,3.9
Hochar (Père et Fils) 2016,19.40,3.9
Pauillac (Grand Cru Classé) 2010,119.95,4.3
Arele Rosso (Appassimento) 2015,13.60,3.9
Toscana 2011,965.15,4.7
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,145.24,4.3
Maremma Toscana Ornello 2015,14.90,3.9
Grandi Annate Vino Nobile di Montepulciano 2012,68.14,4.2
Srü Roero 2016,14.45,4.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,115.03,4.3
Luitmar 2016,24.90,3.8
Opera Omnia Bolgheri Superiore 2015,65,4.3
Geremia Toscana 2007,29.95,4.0
Reserve Pinot Noir 2017,36,4.0
Il Nero di Casanova Toscana Sangiovese 2016,15.69,3.8
The Red Sedan (Winemaker Selection) 2016,11.90,3.9
Christoffel Hazenwinkel The Red Blend 2017,14.50,3.6
Empordà Gran Claustro 2012,37.92,4.1
Don Maximiano Founder's Reserve 2017,67.26,4.3
Costiera Bardolino Classico 2017,6.97,3.8
